,Customer,Agent,SalesAgentEmailID,ContactEmailID,Stage,Product,Close_Value,Created Date,Close Date
3202,Rundofase,Darcel Schlecht,darcel@piedpiper.com,crista@rundofase.com,Lost,GTX Plus Pro,,2017-06-01 00:00:00,2018-06-07 00:00:00
3203,Blackzim,James Ascencio,james@piedpiper.com,riley@blackzim.com,In Progress,GTXPro,4667,2017-06-02 00:00:00,2017-10-31 00:00:00
3204,Dontechi,Gladys Colclough,gladys@piedpiper.com,kristle@dontechi.com,Lost,MG Advanced,3284,2017-06-02 00:00:00,2018-01-07 00:00:00
3205,Ganjaflex,Corliss Cosme,corliss@piedpiper.com,somer@ganjaflex.com,Won,GTXPro,4833,2017-06-02 00:00:00,2018-01-10 00:00:00
3206,Doncon,Zane Levy,zane@piedpiper.com,jackie@doncon.com,Lost,GTX Basic,1037,2017-06-02 00:00:00,2018-05-06 00:00:00
3207,Green-Plus,Zane Levy,zane@piedpiper.com,lavone@green-plus.com,Won,GTX Basic,,2017-06-02 00:00:00,2019-02-05 00:00:00
3208,Zotware,James Ascencio,james@piedpiper.com,shella@zotware.com,In Progress,MG Special,4694,2017-06-02 00:00:00,2019-06-19 00:00:00
3209,Goodsilron,James Ascencio,james@piedpiper.com,claribel@goodsilron.com,Lost,GTX Basic,,2017-06-02 00:00:00,2019-01-04 00:00:00
3210,Stanredtax,Darcel Schlecht,darcel@piedpiper.com,candice@stanredtax.com,Lost,GTXPro,3393,2017-06-02 00:00:00,2017-07-27 00:00:00
3211,Zumgoity,Versie Hillebrand,versie@piedpiper.com,israel@zumgoity.com,Won,GTX Plus Pro,5558,2017-06-02 00:00:00,2019-12-09 00:00:00
3212,Faxquote,Markita Hansen,markita@piedpiper.com,gaylord@faxquote.com,Won,GTXPro,4738,2017-06-02 00:00:00,2019-04-02 00:00:00
3213,Cheers,Markita Hansen,markita@piedpiper.com,robbie@cheers.com,Won,MG Advanced,2791,2017-06-02 00:00:00,2019-10-19 00:00:00
3214,Treequote,Gladys Colclough,gladys@piedpiper.com,benny@treequote.com,Won,GTX Plus Pro,4907,2017-06-02 00:00:00,2019-06-10 00:00:00
3215,Genco Pura Olive Oil Company,Marty Freudenburg,marty@piedpiper.com,karole@gencopuraoliveoilcompany.com,Lost,MG Special,517,2017-06-02 00:00:00,2017-07-23 00:00:00
3216,Silis,Rosie Papadopoulos,rosie@piedpiper.com,zulema@silis.com,Lost,MG Advanced,4667,2017-06-02 00:00:00,2019-05-12 00:00:00
3217,Fasehatice,Vicki Laflamme,vicki@piedpiper.com,hsiu@fasehatice.com,Won,GTXPro,,2017-06-02 00:00:00,2019-11-29 00:00:00
3218,Globex Corporation,Versie Hillebrand,versie@piedpiper.com,yolando@globexcorporation.com,Lost,GTX Basic,492,2017-06-02 00:00:00,2018-08-28 00:00:00
3219,Gogozoom,Lajuana Vencill,lajuana@piedpiper.com,salina@gogozoom.com,Lost,MG Special,,2017-06-02 00:00:00,2017-08-20 00:00:00
3220,Warephase,Darcel Schlecht,darcel@piedpiper.com,elisa@warephase.com,Lost,GTXPro,589,2017-06-02 00:00:00,2018-12-04 00:00:00
3221,Donware,Donn Cantrell,donn@piedpiper.com,eleonore@donware.com,Lost,GTX Plus Basic,,2017-06-02 00:00:00,2018-02-14 00:00:00
3222,Dalttechnology,Maureen Marcano,maureen@piedpiper.com,nelia@dalttechnology.com,Won,GTX Basic,499,2017-06-03 00:00:00,2018-02-18 00:00:00
3223,Blackzim,Vicki Laflamme,vicki@piedpiper.com,riley@blackzim.com,Lost,MG Special,49,2017-06-03 00:00:00,2018-10-18 00:00:00
3224,Treequote,Jonathan Berthelot,jonathan@piedpiper.com,benny@treequote.com,Lost,MG Advanced,3284,2017-06-03 00:00:00,2019-12-03 00:00:00
3225,Sunnamplex,Markita Hansen,markita@piedpiper.com,maxie@sunnamplex.com,Lost,MG Special,61,2017-06-03 00:00:00,2019-03-04 00:00:00
3226,Plusstrip,Kary Hendrixson,kary@piedpiper.com,deanne@plusstrip.com,In Progress,GTX Basic,4694,2017-06-03 00:00:00,2019-08-03 00:00:00
3227,Hottechi,Anna Snelling,anna@piedpiper.com,juliette@hottechi.com,Won,GTX Basic,518,2017-06-03 00:00:00,2018-07-13 00:00:00
3228,Golddex,Hayden Neloms,hayden@piedpiper.com,kelli@golddex.com,Lost,GTX Plus Basic,4514,2017-06-03 00:00:00,2017-10-25 00:00:00
3229,Silis,Corliss Cosme,corliss@piedpiper.com,zulema@silis.com,Lost,GTX Basic,1000,2017-06-03 00:00:00,2019-11-04 00:00:00
3230,Green-Plus,Elease Gluck,elease@piedpiper.com,lavone@green-plus.com,Lost,MG Advanced,517,2017-06-03 00:00:00,2019-12-07 00:00:00
3231,Ron-tech,Lajuana Vencill,lajuana@piedpiper.com,kelly@ron-tech.com,Won,GTX Basic,440,2017-06-03 00:00:00,2019-09-21 00:00:00
3232,Groovestreet,Corliss Cosme,corliss@piedpiper.com,natisha@groovestreet.com,In Progress,GTX Plus Basic,50,2017-06-03 00:00:00,2018-04-15 00:00:00
3233,Bluth Company,Donn Cantrell,donn@piedpiper.com,antionette@bluthcompany.com,Won,MG Advanced,3313,2017-06-03 00:00:00,2018-11-28 00:00:00
3234,Hottechi,Kary Hendrixson,kary@piedpiper.com,juliette@hottechi.com,Won,GTX Basic,486,2017-06-03 00:00:00,2018-10-15 00:00:00
3235,Scotfind,Vicki Laflamme,vicki@piedpiper.com,gordon@scotfind.com,Won,GTXPro,4264,2017-06-03 00:00:00,2018-02-21 00:00:00
3236,Toughzap,Moses Frase,moses@piedpiper.com,sherman@toughzap.com,Lost,MG Special,1054,2017-06-03 00:00:00,2019-10-24 00:00:00
3237,Silis,Cassey Cress,cassey@piedpiper.com,zulema@silis.com,Lost,MG Advanced,61,2017-06-03 00:00:00,2018-11-01 00:00:00
3238,Warephase,Lajuana Vencill,lajuana@piedpiper.com,elisa@warephase.com,Won,MG Advanced,,2017-06-03 00:00:00,2017-08-23 00:00:00
3239,Mathtouch,Gladys Colclough,gladys@piedpiper.com,loise@mathtouch.com,In Progress,MG Advanced,300,2017-06-03 00:00:00,2018-08-06 00:00:00
3240,The New York Inquirer,Jonathan Berthelot,jonathan@piedpiper.com,hai@thenewyorkinquirer.com,In Progress,GTX Basic,517,2017-06-03 00:00:00,2017-07-20 00:00:00
3241,Zathunicon,Cassey Cress,cassey@piedpiper.com,williemae@zathunicon.com,In Progress,MG Advanced,589,2017-06-03 00:00:00,2019-09-27 00:00:00
3242,Plussunin,Corliss Cosme,corliss@piedpiper.com,terry@plussunin.com,Lost,MG Advanced,,2017-06-03 00:00:00,2019-08-06 00:00:00
3243,Treequote,Anna Snelling,anna@piedpiper.com,benny@treequote.com,Won,MG Special,,2017-06-03 00:00:00,2018-05-07 00:00:00
3244,Streethex,Versie Hillebrand,versie@piedpiper.com,junko@streethex.com,Lost,MG Special,,2017-06-03 00:00:00,2019-06-09 00:00:00
3245,Cancity,Anna Snelling,anna@piedpiper.com,faviola@cancity.com,Won,GTX Basic,629,2017-06-03 00:00:00,2018-09-20 00:00:00
3246,Dalttechnology,Rosalina Dieter,rosalina@piedpiper.com,nelia@dalttechnology.com,In Progress,GTX Plus Basic,1014,2017-06-03 00:00:00,2018-09-11 00:00:00
3247,Hottechi,Gladys Colclough,gladys@piedpiper.com,juliette@hottechi.com,Lost,GTX Basic,1037,2017-06-03 00:00:00,2018-02-15 00:00:00
3248,Xx-zobam,James Ascencio,james@piedpiper.com,vanessa@xx-zobam.com,In Progress,GTXPro,1014,2017-06-03 00:00:00,2019-02-08 00:00:00
3249,Newex,Zane Levy,zane@piedpiper.com,pedro@newex.com,Won,GTXPro,4313,2017-06-04 00:00:00,2017-09-05 00:00:00
3250,Sonron,Markita Hansen,markita@piedpiper.com,ashlie@sonron.com,Won,GTX Basic,571,2017-06-04 00:00:00,2018-11-08 00:00:00
3251,Y-corporation,Markita Hansen,markita@piedpiper.com,rosanne@y-corporation.com,Won,GTX Basic,595,2017-06-04 00:00:00,2018-01-27 00:00:00
3252,Hottechi,Corliss Cosme,corliss@piedpiper.com,juliette@hottechi.com,In Progress,GTX Plus Basic,,2017-06-04 00:00:00,2018-10-25 00:00:00
3253,Singletechno,James Ascencio,james@piedpiper.com,tambra@singletechno.com,Won,GTXPro,4335,2017-06-04 00:00:00,2018-12-29 00:00:00
3254,Yearin,Cassey Cress,cassey@piedpiper.com,vella@yearin.com,Won,GTXPro,5558,2017-06-04 00:00:00,2017-09-08 00:00:00
3255,Blackzim,Kary Hendrixson,kary@piedpiper.com,riley@blackzim.com,Won,GTX Plus Pro,4983,2017-06-04 00:00:00,2018-01-11 00:00:00
3256,Hottechi,Vicki Laflamme,vicki@piedpiper.com,juliette@hottechi.com,Won,MG Special,,2017-06-04 00:00:00,2019-12-16 00:00:00
3257,Bubba Gump,Cassey Cress,cassey@piedpiper.com,margarito@bubbagump.com,Won,GTX Plus Pro,,2017-06-04 00:00:00,2018-09-03 00:00:00
3258,Zotware,Donn Cantrell,donn@piedpiper.com,shella@zotware.com,Won,GTXPro,4517,2017-06-04 00:00:00,2018-08-14 00:00:00
3259,Hottechi,Anna Snelling,anna@piedpiper.com,juliette@hottechi.com,Won,GTX Plus Pro,5271,2017-06-04 00:00:00,2018-02-25 00:00:00
3260,Massive Dynamic,Daniell Hammack,daniell@piedpiper.com,gertrude@massivedynamic.com,In Progress,GTXPro,4514,2017-06-04 00:00:00,2017-12-17 00:00:00
3261,Rantouch,Zane Levy,zane@piedpiper.com,maren@rantouch.com,Lost,GTX Plus Pro,46,2017-06-04 00:00:00,2017-11-14 00:00:00
3262,Plussunin,Lajuana Vencill,lajuana@piedpiper.com,terry@plussunin.com,In Progress,GTX Plus Basic,1014,2017-06-04 00:00:00,2017-12-13 00:00:00
3263,Sonron,Maureen Marcano,maureen@piedpiper.com,ashlie@sonron.com,Lost,GTX Plus Basic,1540,2017-06-04 00:00:00,2017-07-15 00:00:00
3264,Warephase,Marty Freudenburg,marty@piedpiper.com,elisa@warephase.com,Won,GTX Plus Pro,5572,2017-06-04 00:00:00,2019-02-05 00:00:00
3265,Finhigh,Anna Snelling,anna@piedpiper.com,mellie@finhigh.com,Won,GTX Plus Basic,1216,2017-06-05 00:00:00,2017-11-02 00:00:00
3266,Sonron,Zane Levy,zane@piedpiper.com,ashlie@sonron.com,Won,GTX Plus Pro,5853,2017-06-05 00:00:00,2018-10-30 00:00:00
3267,Y-corporation,Hayden Neloms,hayden@piedpiper.com,rosanne@y-corporation.com,In Progress,GTX Plus Basic,561,2017-06-05 00:00:00,2018-06-27 00:00:00
3268,Dontechi,Darcel Schlecht,darcel@piedpiper.com,kristle@dontechi.com,Lost,GTX Basic,601,2017-06-05 00:00:00,2018-12-14 00:00:00
3269,Finhigh,Boris Faz,boris@piedpiper.com,mellie@finhigh.com,In Progress,MG Advanced,3284,2017-06-05 00:00:00,2017-10-05 00:00:00
3270,Xx-zobam,Violet Mclelland,violet@piedpiper.com,vanessa@xx-zobam.com,Won,MG Special,51,2017-06-05 00:00:00,2019-08-18 00:00:00
3271,Isdom,Violet Mclelland,violet@piedpiper.com,corrinne@isdom.com,In Progress,GTX Plus Basic,57,2017-06-05 00:00:00,2017-09-04 00:00:00
3272,Stanredtax,Anna Snelling,anna@piedpiper.com,candice@stanredtax.com,Lost,MG Advanced,,2017-06-05 00:00:00,2019-01-07 00:00:00
3273,J-Texon,Zane Levy,zane@piedpiper.com,winston@j-texon.com,Lost,GTX Plus Pro,1026,2017-06-05 00:00:00,2019-10-22 00:00:00
3274,Acme Corporation,Lajuana Vencill,lajuana@piedpiper.com,cuc@acmecorporation.com,In Progress,MG Advanced,,2017-06-05 00:00:00,2018-11-08 00:00:00
3275,Zumgoity,Gladys Colclough,gladys@piedpiper.com,israel@zumgoity.com,Won,GTX Basic,640,2017-06-05 00:00:00,2019-08-02 00:00:00
3276,Codehow,Darcel Schlecht,darcel@piedpiper.com,justine@codehow.com,Won,GTX Plus Basic,1179,2017-06-05 00:00:00,2018-12-30 00:00:00
3277,Rangreen,Darcel Schlecht,darcel@piedpiper.com,darrel@rangreen.com,Won,GTX Plus Basic,1132,2017-06-05 00:00:00,2017-08-19 00:00:00
3278,Condax,Zane Levy,zane@piedpiper.com,golda@condax.com,Lost,MG Advanced,61,2017-06-05 00:00:00,2018-10-18 00:00:00
3279,Ron-tech,Darcel Schlecht,darcel@piedpiper.com,kelly@ron-tech.com,Won,GTX Plus Basic,1154,2017-06-05 00:00:00,2019-06-16 00:00:00
3280,Statholdings,Elease Gluck,elease@piedpiper.com,verna@statholdings.com,In Progress,MG Special,487,2017-06-05 00:00:00,2018-01-25 00:00:00
3281,Newex,Rosalina Dieter,rosalina@piedpiper.com,pedro@newex.com,Won,MG Advanced,2982,2017-06-06 00:00:00,2019-06-16 00:00:00
3282,Finhigh,Versie Hillebrand,versie@piedpiper.com,mellie@finhigh.com,Won,MG Special,,2017-06-06 00:00:00,2018-01-10 00:00:00
3283,Vehement Capital Partners,Corliss Cosme,corliss@piedpiper.com,lavonia@vehementcapitalpartners.com,Lost,MG Advanced,,2017-06-06 00:00:00,2018-03-12 00:00:00
3284,Singletechno,Zane Levy,zane@piedpiper.com,tambra@singletechno.com,Lost,GTXPro,,2017-06-06 00:00:00,2018-09-12 00:00:00
3285,Toughzap,Moses Frase,moses@piedpiper.com,sherman@toughzap.com,Won,GTX Plus Pro,,2017-06-06 00:00:00,2017-07-21 00:00:00
3286,Scotfind,Hayden Neloms,hayden@piedpiper.com,gordon@scotfind.com,Won,GTX Plus Pro,4761,2017-06-06 00:00:00,2017-10-20 00:00:00
3287,Doncon,James Ascencio,james@piedpiper.com,jackie@doncon.com,Lost,GTX Basic,537,2017-06-06 00:00:00,2019-03-13 00:00:00
3288,Vehement Capital Partners,Daniell Hammack,daniell@piedpiper.com,lavonia@vehementcapitalpartners.com,Lost,GTXPro,,2017-06-06 00:00:00,2018-07-01 00:00:00
3289,Vehement Capital Partners,Rosie Papadopoulos,rosie@piedpiper.com,lavonia@vehementcapitalpartners.com,In Progress,GTXPro,49,2017-06-06 00:00:00,2019-10-01 00:00:00
3290,Sonron,Zane Levy,zane@piedpiper.com,ashlie@sonron.com,Won,GTX Plus Pro,5572,2017-06-06 00:00:00,2018-01-12 00:00:00
3291,Lexiqvolax,Kami Bicknell,kami@piedpiper.com,darryl@lexiqvolax.com,Won,MG Special,53,2017-06-06 00:00:00,2017-10-27 00:00:00
3292,Condax,Hayden Neloms,hayden@piedpiper.com,golda@condax.com,Won,MG Special,55,2017-06-06 00:00:00,2019-08-01 00:00:00
3293,Bioholding,Darcel Schlecht,darcel@piedpiper.com,bryan@bioholding.com,Lost,GTXPro,2000,2017-06-06 00:00:00,2019-03-01 00:00:00
3294,Plussunin,Donn Cantrell,donn@piedpiper.com,terry@plussunin.com,Won,GTX Plus Pro,5340,2017-06-06 00:00:00,2018-07-13 00:00:00
3295,Xx-zobam,Versie Hillebrand,versie@piedpiper.com,vanessa@xx-zobam.com,In Progress,GTX Plus Pro,,2017-06-06 00:00:00,2019-09-17 00:00:00
3296,Conecom,Darcel Schlecht,darcel@piedpiper.com,ivory@conecom.com,Won,GTX Basic,,2017-06-06 00:00:00,2018-10-26 00:00:00
3297,Lexiqvolax,Moses Frase,moses@piedpiper.com,darryl@lexiqvolax.com,In Progress,MG Special,3180,2017-06-06 00:00:00,2018-06-01 00:00:00
3298,Domzoom,Darcel Schlecht,darcel@piedpiper.com,tanja@domzoom.com,In Progress,MG Advanced,300,2017-06-06 00:00:00,2017-06-12 00:00:00
3299,Plussunin,Daniell Hammack,daniell@piedpiper.com,terry@plussunin.com,Won,GTX Plus Basic,1176,2017-06-06 00:00:00,2017-08-07 00:00:00
3300,Doncon,Kary Hendrixson,kary@piedpiper.com,jackie@doncon.com,Won,MG Special,,2017-06-06 00:00:00,2019-11-13 00:00:00
3301,Stanredtax,Daniell Hammack,daniell@piedpiper.com,candice@stanredtax.com,In Progress,GTX Plus Basic,3284,2017-06-06 00:00:00,2019-02-13 00:00:00
3302,dambase,Lajuana Vencill,lajuana@piedpiper.com,darwin@dambase.com,Lost,MG Special,537,2017-06-06 00:00:00,2017-09-30 00:00:00
3303,Funholding,Cassey Cress,cassey@piedpiper.com,ying@funholding.com,In Progress,GTX Basic,,2017-06-06 00:00:00,2017-07-27 00:00:00
3304,Rangreen,Darcel Schlecht,darcel@piedpiper.com,darrel@rangreen.com,Won,GTX Plus Basic,1153,2017-06-06 00:00:00,2018-09-06 00:00:00
3305,Ganjaflex,Wilburn Farren,wilburn@piedpiper.com,somer@ganjaflex.com,Won,MG Advanced,3786,2017-06-06 00:00:00,2018-10-13 00:00:00
3306,Hatfan,Kary Hendrixson,kary@piedpiper.com,tyron@hatfan.com,Won,GTX Basic,631,2017-06-06 00:00:00,2019-11-02 00:00:00
3307,Xx-zobam,Violet Mclelland,violet@piedpiper.com,vanessa@xx-zobam.com,Lost,MG Special,,2017-06-06 00:00:00,2018-03-22 00:00:00
3308,Zoomit,Vicki Laflamme,vicki@piedpiper.com,laveta@zoomit.com,Lost,MG Special,1540,2017-06-06 00:00:00,2019-05-25 00:00:00
3309,Konex,Rosie Papadopoulos,rosie@piedpiper.com,delila@konex.com,In Progress,GTXPro,,2017-06-06 00:00:00,2018-12-31 00:00:00
3310,Codehow,Jonathan Berthelot,jonathan@piedpiper.com,justine@codehow.com,Lost,MG Special,492,2017-06-07 00:00:00,2017-07-09 00:00:00
3311,Cheers,Kami Bicknell,kami@piedpiper.com,robbie@cheers.com,Won,GTX Basic,545,2017-06-07 00:00:00,2018-07-31 00:00:00
3312,Bioplex,Rosie Papadopoulos,rosie@piedpiper.com,cassy@bioplex.com,In Progress,MG Special,1000,2017-06-07 00:00:00,2018-05-01 00:00:00
3313,Toughzap,Darcel Schlecht,darcel@piedpiper.com,sherman@toughzap.com,Lost,GTX Plus Pro,4667,2017-06-07 00:00:00,2017-10-12 00:00:00
3314,Codehow,Vicki Laflamme,vicki@piedpiper.com,justine@codehow.com,In Progress,MG Special,1054,2017-06-07 00:00:00,2019-05-18 00:00:00
3315,Toughzap,Jonathan Berthelot,jonathan@piedpiper.com,sherman@toughzap.com,Lost,GTX Basic,590,2017-06-07 00:00:00,2019-05-25 00:00:00
3316,Isdom,Darcel Schlecht,darcel@piedpiper.com,corrinne@isdom.com,Lost,GTXPro,903,2017-06-07 00:00:00,2017-09-22 00:00:00
3317,Massive Dynamic,Cassey Cress,cassey@piedpiper.com,gertrude@massivedynamic.com,Won,GTX Plus Pro,,2017-06-07 00:00:00,2018-10-06 00:00:00
3318,Zathunicon,Corliss Cosme,corliss@piedpiper.com,williemae@zathunicon.com,Won,GTX Plus Basic,1122,2017-06-07 00:00:00,2018-09-22 00:00:00
3319,Bubba Gump,Reed Clapper,reed@piedpiper.com,margarito@bubbagump.com,Won,GTXPro,,2017-06-07 00:00:00,2019-07-09 00:00:00
3320,Yearin,Anna Snelling,anna@piedpiper.com,vella@yearin.com,In Progress,MG Special,300,2017-06-07 00:00:00,2019-09-20 00:00:00
3321,Konex,Daniell Hammack,daniell@piedpiper.com,delila@konex.com,Won,GTX Plus Basic,1135,2017-06-07 00:00:00,2019-11-10 00:00:00
3322,Rangreen,Lajuana Vencill,lajuana@piedpiper.com,darrel@rangreen.com,Won,MG Advanced,,2017-06-07 00:00:00,2019-10-22 00:00:00
3323,Konex,Maureen Marcano,maureen@piedpiper.com,delila@konex.com,Lost,GTX Plus Basic,1037,2017-06-07 00:00:00,2018-07-06 00:00:00
3324,Warephase,Lajuana Vencill,lajuana@piedpiper.com,elisa@warephase.com,Lost,GTX Plus Basic,903,2017-06-07 00:00:00,2017-09-27 00:00:00
3325,Plusstrip,Elease Gluck,elease@piedpiper.com,deanne@plusstrip.com,In Progress,MG Special,589,2017-06-07 00:00:00,2019-10-10 00:00:00
3326,Hottechi,Zane Levy,zane@piedpiper.com,juliette@hottechi.com,In Progress,GTXPro,3284,2017-06-07 00:00:00,2018-09-10 00:00:00
3327,Konex,Markita Hansen,markita@piedpiper.com,delila@konex.com,Lost,GTX Plus Basic,1037,2017-06-07 00:00:00,2018-02-18 00:00:00
3328,Rantouch,Zane Levy,zane@piedpiper.com,maren@rantouch.com,Won,GTX Plus Basic,1108,2017-06-07 00:00:00,2018-12-05 00:00:00
3329,Inity,Gladys Colclough,gladys@piedpiper.com,palmira@inity.com,Won,MG Advanced,3207,2017-06-07 00:00:00,2018-12-31 00:00:00
3330,Golddex,James Ascencio,james@piedpiper.com,kelli@golddex.com,Lost,GTX Plus Pro,3393,2017-06-07 00:00:00,2018-02-15 00:00:00
3331,Treequote,Marty Freudenburg,marty@piedpiper.com,benny@treequote.com,Won,GTX Plus Pro,5516,2017-06-07 00:00:00,2018-03-18 00:00:00
3332,Fasehatice,Elease Gluck,elease@piedpiper.com,hsiu@fasehatice.com,Won,GTX Basic,504,2017-06-07 00:00:00,2017-09-01 00:00:00
3333,Betatech,Darcel Schlecht,darcel@piedpiper.com,genie@betatech.com,Lost,GTX Plus Pro,,2017-06-07 00:00:00,2019-09-02 00:00:00
3334,Hatfan,Kary Hendrixson,kary@piedpiper.com,tyron@hatfan.com,Won,GTX Plus Basic,921,2017-06-07 00:00:00,2019-09-02 00:00:00
3335,Funholding,Darcel Schlecht,darcel@piedpiper.com,ying@funholding.com,Lost,GTX Plus Pro,1232,2017-06-08 00:00:00,2017-10-06 00:00:00
3336,Xx-holding,Vicki Laflamme,vicki@piedpiper.com,shemeka@xx-holding.com,Won,GTX Basic,523,2017-06-08 00:00:00,2019-04-22 00:00:00
3337,Y-corporation,Vicki Laflamme,vicki@piedpiper.com,rosanne@y-corporation.com,Lost,GTXPro,,2017-06-08 00:00:00,2018-10-20 00:00:00
3338,Ontomedia,Daniell Hammack,daniell@piedpiper.com,nedra@ontomedia.com,Won,MG Special,52,2017-06-08 00:00:00,2017-10-10 00:00:00
3339,Initech,Daniell Hammack,daniell@piedpiper.com,alejandro@initech.com,Won,GTX Basic,420,2017-06-08 00:00:00,2019-01-22 00:00:00
3340,Plexzap,Vicki Laflamme,vicki@piedpiper.com,titus@plexzap.com,Won,MG Advanced,3562,2017-06-08 00:00:00,2019-10-31 00:00:00
3341,Funholding,Cassey Cress,cassey@piedpiper.com,ying@funholding.com,In Progress,GTX Basic,57,2017-06-08 00:00:00,2019-08-21 00:00:00
3342,Kinnamplus,Violet Mclelland,violet@piedpiper.com,monte@kinnamplus.com,Lost,GTX Basic,500,2017-06-08 00:00:00,2019-09-27 00:00:00
3343,Konex,Corliss Cosme,corliss@piedpiper.com,delila@konex.com,Lost,GTX Plus Basic,1180,2017-06-08 00:00:00,2019-01-06 00:00:00
3344,Konex,Zane Levy,zane@piedpiper.com,delila@konex.com,Won,GTX Basic,510,2017-06-08 00:00:00,2019-04-02 00:00:00
3345,Kan-code,Cassey Cress,cassey@piedpiper.com,kenton@kan-code.com,Lost,GTX Basic,4514,2017-06-08 00:00:00,2019-08-31 00:00:00
3346,Conecom,Darcel Schlecht,darcel@piedpiper.com,ivory@conecom.com,Won,GTX Plus Pro,5668,2017-06-08 00:00:00,2019-07-27 00:00:00
3347,Kan-code,Garret Kinder,garret@piedpiper.com,kenton@kan-code.com,Won,GTXPro,,2017-06-08 00:00:00,2019-01-12 00:00:00
3348,Globex Corporation,Lajuana Vencill,lajuana@piedpiper.com,yolando@globexcorporation.com,Won,GTX Basic,453,2017-06-08 00:00:00,2019-08-17 00:00:00
3349,Faxquote,Markita Hansen,markita@piedpiper.com,gaylord@faxquote.com,Lost,MG Special,537,2017-06-08 00:00:00,2019-02-12 00:00:00
3350,Konex,Kary Hendrixson,kary@piedpiper.com,delila@konex.com,Won,GTX Basic,,2017-06-09 00:00:00,2018-08-27 00:00:00
3351,Finjob,Hayden Neloms,hayden@piedpiper.com,belinda@finjob.com,In Progress,MG Advanced,561,2017-06-09 00:00:00,2017-09-02 00:00:00
3352,Finjob,James Ascencio,james@piedpiper.com,belinda@finjob.com,Won,GTX Basic,,2017-06-09 00:00:00,2019-08-23 00:00:00
3353,Ron-tech,Anna Snelling,anna@piedpiper.com,kelly@ron-tech.com,Won,MG Special,58,2017-06-09 00:00:00,2019-07-27 00:00:00
3354,Massive Dynamic,Cassey Cress,cassey@piedpiper.com,gertrude@massivedynamic.com,Won,GTXPro,4873,2017-06-09 00:00:00,2017-06-23 00:00:00
3355,Inity,Darcel Schlecht,darcel@piedpiper.com,palmira@inity.com,Lost,GTXPro,1000,2017-06-09 00:00:00,2019-05-19 00:00:00
3356,Donquadtech,Wilburn Farren,wilburn@piedpiper.com,malissa@donquadtech.com,Won,MG Advanced,3101,2017-06-09 00:00:00,2018-01-15 00:00:00
3357,Bioplex,Cassey Cress,cassey@piedpiper.com,cassy@bioplex.com,In Progress,GTX Plus Pro,1014,2017-06-09 00:00:00,2019-02-20 00:00:00
3358,Bubba Gump,Darcel Schlecht,darcel@piedpiper.com,margarito@bubbagump.com,In Progress,GTXPro,5169,2017-06-09 00:00:00,2019-11-20 00:00:00
3359,Labdrill,Hayden Neloms,hayden@piedpiper.com,halley@labdrill.com,Lost,MG Advanced,5169,2017-06-09 00:00:00,2019-07-13 00:00:00
3360,Silis,Wilburn Farren,wilburn@piedpiper.com,zulema@silis.com,Won,MG Special,56,2017-06-09 00:00:00,2017-07-12 00:00:00
3361,Sumace,Wilburn Farren,wilburn@piedpiper.com,ursula@sumace.com,Won,MG Special,51,2017-06-09 00:00:00,2018-01-01 00:00:00
3362,Lexiqvolax,Markita Hansen,markita@piedpiper.com,darryl@lexiqvolax.com,Won,GTX Plus Basic,1192,2017-06-09 00:00:00,2018-11-19 00:00:00
3363,Kinnamplus,Wilburn Farren,wilburn@piedpiper.com,monte@kinnamplus.com,Won,MG Advanced,3645,2017-06-10 00:00:00,2018-02-27 00:00:00
3364,Bioplex,Maureen Marcano,maureen@piedpiper.com,cassy@bioplex.com,In Progress,MG Special,487,2017-06-10 00:00:00,2019-06-23 00:00:00
3365,Fasehatice,Zane Levy,zane@piedpiper.com,hsiu@fasehatice.com,Lost,GTX Plus Basic,50,2017-06-10 00:00:00,2019-04-23 00:00:00
3366,Gekko & Co,Donn Cantrell,donn@piedpiper.com,krystle@gekko&co.com,Lost,GTXPro,487,2017-06-10 00:00:00,2017-06-15 00:00:00
3367,Treequote,Marty Freudenburg,marty@piedpiper.com,benny@treequote.com,Won,MG Advanced,2785,2017-06-10 00:00:00,2018-05-23 00:00:00
3368,Genco Pura Olive Oil Company,Darcel Schlecht,darcel@piedpiper.com,karole@gencopuraoliveoilcompany.com,Won,GTXPro,5223,2017-06-10 00:00:00,2018-04-05 00:00:00
3369,Groovestreet,Hayden Neloms,hayden@piedpiper.com,natisha@groovestreet.com,Won,MG Advanced,3539,2017-06-10 00:00:00,2019-05-01 00:00:00
3370,Zotware,Cassey Cress,cassey@piedpiper.com,shella@zotware.com,In Progress,GTX Plus Pro,487,2017-06-10 00:00:00,2019-03-02 00:00:00
3371,Dalttechnology,Rosalina Dieter,rosalina@piedpiper.com,nelia@dalttechnology.com,Lost,MG Special,903,2017-06-10 00:00:00,2018-03-14 00:00:00
3372,Toughzap,Jonathan Berthelot,jonathan@piedpiper.com,sherman@toughzap.com,Won,GTX Basic,617,2017-06-10 00:00:00,2019-02-12 00:00:00
3373,Iselectrics,Cassey Cress,cassey@piedpiper.com,mirta@iselectrics.com,Won,MG Special,57,2017-06-10 00:00:00,2018-06-21 00:00:00
3374,Globex Corporation,Jonathan Berthelot,jonathan@piedpiper.com,yolando@globexcorporation.com,Lost,GTXPro,57,2017-06-10 00:00:00,2019-03-31 00:00:00
